249.994 0.142169 0.0322321 -899.864 -41.3877 -34.1914
238.988 0.657967 0.0219159 -899.231 -221.325 -20.4086
229.813 0.739104 0.00123363 -889.653 -287.025 10.0374
238.102 -1.42965 0.01163 -878.77 227.559 -11.2959
247.838 0.570304 -0.000522917 -878.292 -190.772 -12.567
240.613 -0.938377 0.00325435 -872.534 274.517 -5.55952
248.427 1.34986 0.000495711 -860.131 -237.907 3.15498
240.611 0.577249 -0.0153652 -851.155 -212.25 14.4956
231.411 -0.281493 -0.00305695 -845.692 122.113 -7.89933
248.407 0.403984 0.0184646 -844.546 -124.627 -14.9621
227.183 -0.932699 0.00127266 -839.455 305.4 -7.37299
250 -0.271932 0.0226396 -833.98 134.185 -32.6678
249.827 0.483961 0.0181663 -833.399 -174.293 -25.2946
249.948 0.847175 0.00904833 -830.598 -285.163 -5.12122
249.956 1.03866 -0.00896707 -824.709 -234.921 13.1781
250 1.97387 0.000570179 -817.953 -108.55 2.12282
238.935 -0.225187 -0.001026 -817.09 114.323 16.0248
190.45 -0.13884 -0.0513919 -814.478 13.2667 60.7981
249.056 -0.26791 -0.0235704 -811.423 85.1037 31.4955
250 2.19626 -3.51562e-05 -809.439 -61.3189 12.2581
229.956 1.05261 -0.00857405 -809.419 -256.661 15.4098
250 0.0668053 0.0020557 -807.794 -48.1535 -3.01721
250 -0.643486 0.00267884 -806.886 223.242 4.6485
249.421 -0.512918 0.0113697 -803.023 174.337 -17.1221
241.926 0.693433 0.0210238 -802.588 -238.776 -24.5883
240.168 0.116855 0.0264303 -801.847 -80.6906 -39.7186
249.908 -1.10378 0.00289605 -801.23 295.125 2.59444
249.997 -0.709474 0.00205642 -797.678 250.331 -5.2803
237.149 -1.08405 -0.00592232 -797.218 346.178 1.65886
208.372 -1.02179 0.00537128 -795.495 267.962 -1.1784
246.047 -0.562623 -0.0101034 -794.973 233.322 8.30176
250 0.114754 0.0268418 -794.36 -77.6836 -36.6966
245.053 -0.211523 -0.00766617 -793.14 70.907 2.28858
250 -0.659684 0.010866 -792.859 276.624 -3.43948
248.331 0.173861 0.0298773 -788.487 -68.1823 -36.9826
221.091 0.839082 -0.0138437 -787.196 -269.411 4.8013
250 -0.65857 -0.0250027 -786.771 266.582 23.8048
249.997 0.491465 0.0054924 -786.274 -197.831 -1.32001
249.959 0.4117 0.0295136 -784.471 -174.05 -38.6916
249.855 -0.313313 0.0305327 -783.708 136.489 -41.5579
249.057 0.145383 0.00742072 -783.278 -78.0099 -19.6757
250 -1.13563 0.00169421 -782.879 239.38 -4.90285
250 -0.520443 -0.00155914 -782.272 176.993 5.53911
249.823 0.366272 -0.00926206 -779.691 -181.66 9.03851
250 -0.451638 0.00691912 -776.48 173.045 -7.88518
233.773 1.41773 0.0190994 -772.914 -202.274 -14.1231
250 1.69042 0.00760839 -769.529 -166.385 1.73215
250 0.817367 0.000999996 -767.867 -223.408 2.78564
250 0.265428 0.00721843 -767.66 -94.064 -9.55438
248.765 0.0115771 0.00876295 -764.299 -37.2321 -11.157
250 -0.245317 -0.0186135 -761.94 82.639 25.4246
250 0.447031 -0.00665391 -761.441 -174.625 6.65159
250 -0.484702 0.00478618 -760.987 159.533 -4.12984
235.609 -0.0641169 0.0243466 -757.636 39.1591 -42.1108
250 -1.35492 0.0211704 -753.223 274.552 -32.3969
250 -0.85839 0.0218831 -753.106 289.553 -28.3196
249.96 -0.0228829 0.000992533 -751.777 -9.86674 2.36745
250 1.17715 0.0112316 -751.76 -237.724 -12.2726
249.963 0.311117 -0.0183892 -749.405 -129.729 15.4001
250 -0.795123 0.0177781 -749.005 298.677 -19.6711
248.741 -1.2266 -0.0304411 -745.29 292.394 52.5975
250 1.30986 -0.00650479 -743.446 -252.743 16.9654
249.963 -1.29711 -0.0128572 -738.384 246.263 14.3208
231.84 0.180037 -0.0154647 -736.181 -84.4481 26.2999
250 -0.580904 0.0079497 -734.293 236.288 -5.23298
248.375 -0.610464 -0.00340988 -732.137 245.416 -0.361718
248.079 0.676685 0.0156724 -731.234 -199.027 -18.9763
226.635 0.169073 0.0131331 -730.791 -79.1712 -22.519
247.123 0.560535 0.0116254 -730.513 -228.548 -27.9064
250 0.428716 -0.00698592 -729.188 -153.215 5.7611
249.963 -0.489376 -0.00181674 -728.768 214.289 1.18367
249.139 -1.10517 0.00423717 -727.552 235.105 -15.4721
249.085 -0.74331 0.00927354 -727.359 246.807 -7.35502
230.395 -0.728807 0.00420741 -726.769 253.945 4.02011
250 -0.191776 0.030352 -725.327 77.4075 -47.9571
248.688 0.201141 -0.0103397 -725.052 -108.429 16.2126
250 -0.219626 -0.00800107 -723.814 28.7281 6.00528
250 -0.00156685 0.0150877 -723.754 -21.7545 -22.6427
249.906 -0.0212429 0.000912193 -720.078 -25.6142 3.40273
250 -0.348279 0.00739055 -718.722 178.799 -15.0982
240.284 0.860208 0.00719689 -717.637 -317.684 -18.0447
240.182 -0.523365 -0.00698857 -717.273 240.347 9.58238
249.964 -0.215664 0.0202159 -715.62 83.0926 -17.2608
249.955 1.18285 0.000240274 -714.027 -237.803 -3.09957
242.877 -0.546697 0.0210847 -711.811 165.889 -24.9443
249.045 0.901328 -0.0106872 -709.125 -291.839 -0.172768
248.999 0.217077 -0.0275992 -705.77 -64.3637 41.8757
250 0.0194709 0.00346463 -700.062 25.5996 -5.69465
249.625 -0.818504 -0.000317446 -700.013 202.774 10.3454
239.606 0.170576 0.0147712 -697.455 -29.1293 -24.2448
250 1.60123 -0.0104985 -697.257 -205.42 12.7261
250 -0.246201 0.011686 -696.855 134.881 -16.1624
249.997 0.630701 0.00204857 -695.994 -171.751 -3.82325
247.611 -0.515697 -0.0176688 -695.913 182.333 15.8852
249.146 -0.558981 -0.0126282 -695.614 161.409 16.1425
250 1.36293 -0.00586286 -695.317 -188.895 4.33345
246.824 -1.33515 -0.0147429 -693.779 263.37 19.1423
250 -0.137284 0.0011874 -692.592 31.8918 2.58105
250 0.465433 -0.000674373 -690.246 -180.927 1.12276
250 -0.0230702 -0.000301737 -684.68 11.4768 -2.20829
249.952 -0.405452 0.00395429 -684.387 155.806 -14.6952
250 0.65172 0.00626383 -683.508 -200.815 -6.843
247.746 0.404108 0.0124449 -683.413 -110.811 -18.8459
250 0.650904 -0.0100635 -682.741 -244.02 12.0293
228.594 0.85663 -0.0142779 -681.759 -278.248 15.2031
250 0.294587 -0.0164628 -680.94 -88.8974 7.359
230.609 -0.739623 -0.0136441 -680.674 249.93 15.985
249.431 -0.272398 -0.0301026 -679.223 144.939 48.4621
249.55 -0.89801 0.0131985 -678.752 309.5 -5.07533
249.969 0.904799 0.0108107 -678.51 -207.092 -22.149
216.969 0.301157 -0.0328816 -677.157 -124.635 51.5608
247.518 -0.625049 -0.00394335 -674.589 183.099 10.0991
249.32 0.428713 -0.00160797 -674.457 -175.158 3.2257
236.825 0.458386 0.0105989 -673.309 -198.55 -20.3316
250 -0.07851 -0.0177983 -670.404 50.1365 36.036
248.843 -1.18987 0.00135635 -669.866 236.7 -12.6128
249.722 -0.414765 -0.00472743 -669.642 154.183 6.8299
250 0.0289612 0.00241624 -669.37 -25.1811 -5.19608
250 -0.477819 -0.0148337 -668.982 160.335 26.5479
239.76 -0.245096 -0.00764973 -668.65 110.488 7.48875
233.426 1.2869 -0.00610348 -668.323 -257.29 -3.27533
246.734 0.899941 0.0156833 -667.898 -233.449 -23.4486
250 0.25802 0.0149698 -666.659 -71.706 -22.7916
244.997 -0.662229 -0.014312 -665.923 218.635 19.7185
248.564 -0.152746 -0.00357264 -664.431 41.9968 8.65283
249.427 0.317394 -0.0122478 -663.709 -86.1256 16.615
248.762 0.175577 0.0179127 -662.541 -17.7262 -40.488
249.932 -0.583908 -0.000815353 -662.449 238.192 6.17982
229.29 1.16374 -0.00963544 -662.398 -259.986 28.4495
249.975 -0.487566 -0.00731533 -660.738 140.545 6.06351
250 -1.16978 -0.0153534 -659.896 245.494 29.5613
249.773 -1.27161 -0.0132309 -659.855 211.393 31.7865
250 -0.578017 -0.0155209 -658.645 231.974 29.2031
249.263 0.365395 -0.0121289 -658.643 -134.662 18.3782
242.913 0.763235 0.000110167 -655.175 -266.433 16.1777
250 -0.0470298 -0.0028757 -653.815 -33.0889 4.92249
250 0.439115 -0.000582707 -651.966 -206.023 3.50788
250 -1.20146 0.0146059 -651.23 213.781 -37.6206
250 0.211042 -0.00828054 -650.394 -72.7241 15.561
242.235 0.94966 0.0110357 -649.323 -268.207 -9.26884
250 -1.12001 -0.013139 -647.993 221.663 33.1643
250 0.1851 -0.000602137 -647.276 -83.4764 3.09085
247.073 0.162551 -0.0141105 -646.574 -44.0738 22.6297
238.587 0.538725 -0.00704481 -646.515 -227.583 15.0023
234.878 -0.482853 -0.00434218 -643.306 212.021 4.39422
250 -0.134776 0.0097382 -642.777 55.2474 -17.3049
250 -0.565661 -0.00451435 -642.317 199.801 12.1865
248.56 0.680813 -0.0159676 -638.646 -288.235 13.9418
250 -1.33754 0.00312192 -637.509 272.979 -10.736
242.87 -0.385268 0.00196965 -636.623 166.184 3.95806
250 0.832178 0.00503886 -635.77 -267.438 -11.8177
224.338 0.717618 -0.0110143 -635.249 -320.096 -7.2147
247.373 -1.19167 0.012505 -633.779 220.782 -36.9305
250 0.0414501 0.00664037 -632.427 -19.3626 -11.8901
250 -0.0209135 0.0215673 -632.386 -13.7263 -41.3834
250 -0.616817 -0.0020618 -630.516 248.913 0.149448
249.844 0.833431 -0.00597052 -629.871 -259.804 11.0167
250 -0.845393 0.00375118 -629.509 283.138 -4.472
250 -0.0276511 -0.00484074 -629.479 22.0959 11.5362
224.357 1.01947 0.00767412 -629.341 -297.742 -27.2683
250 0.590117 0.0114811 -628.928 -199.281 -17.1031
250 -0.40003 -0.00439583 -628.849 170.614 8.03926
249.892 0.832686 -0.00886685 -627.929 -323.571 16.5
249.29 0.684414 0.0185306 -627.388 -266.842 -26.5866
249.659 -0.53085 -0.0245739 -626.19 219.974 40.9921
249.219 0.371584 0.0124272 -625.877 -183.143 -24.7355
250 -0.103464 -0.0196056 -625.761 -12.4409 35.3567
248.794 -0.37294 -0.0165321 -625.691 174.134 30.1299
250 -1.11168 0.0034076 -625.661 226.92 -5.09014
250 -0.659346 0.012935 -625.085 279.076 -16.6072
247.667 -0.406837 -0.0244465 -624.355 163.551 23.1273
239.929 0.531578 -0.0116173 -623.96 -187.497 21.7889
247.267 0.817879 -0.00695038 -621.659 -267.114 -7.88257
247.702 -0.81993 -0.0121598 -620.106 285.855 20.1945
244.507 0.520272 -0.00491148 -619.336 -151.47 4.85125
247.98 1.28572 -0.0371953 -619.312 -199.378 46.3738
239.031 -0.502902 -0.00633149 -619.188 152.021 11.8471
231.314 0.979883 0.00963651 -619.065 -264.183 -4.92639
249.979 0.17882 0.000353447 -617.497 -20.331 3.67806
250 -0.191956 -0.00804303 -616.574 31.7971 14.9777
250 0.887411 -0.0036434 -615.794 -244.15 8.7656
245.62 0.317576 -0.00138255 -613.965 -138.152 10.1103
246.85 -0.400826 -0.00395553 -610.116 179.941 12.9531
249.215 -0.0387092 0.00907768 -608.31 29.6825 -21.8004
250 -0.527111 0.00100694 -608.193 228.639 -5.10565
249.9 1.09169 0.0060197 -608.063 -279.963 -20.7326
250 0.141984 -0.00814273 -607.983 -50.4848 21.7765
249.987 -0.720493 -0.00130522 -606.193 200.534 4.08939
250 -0.81863 0.010362 -604.93 292.416 -8.21331
250 -0.0463315 -0.0160653 -604.834 29.9762 28.4111
248.653 -0.424657 0.0248011 -604.73 194.556 -39.4369
230.457 0.235304 -0.0165863 -604.54 -102.731 29.5449
250 1.59701 0.0229102 -603.799 -148.608 -11.4616
250 0.40878 0.0148232 -602.565 -122.666 -16.2199
233.619 -0.909492 0.00301094 -601.736 240.605 -6.95349
242.718 -0.896507 0.00758934 -601.499 294.785 -16.5113
250 -0.0164759 0.00768456 -600.111 10.0151 -10.2679
249.584 0.819068 -0.0105004 -599.441 -244.029 9.72371
232.442 -1.03528 0.00246689 -599.142 269.874 -1.82213
250 0.395072 0.00926206 -599.081 -187.63 -19.4793
249.847 0.0655958 0.0046522 -598.857 -16.5912 -11.771
244.019 0.249164 0.00201487 -598.185 -71.9104 2.23741
249.983 -0.806329 -0.00501532 -598.031 283.988 28.0908
210.327 0.0916938 -0.0126355 -597.787 -12.6012 21.7168
231.194 1.43363 -0.0103942 -595.219 -236.035 23.89
231.75 0.507913 -0.0187126 -594.195 -145.151 35.7113
249.725 0.651327 0.0139184 -593.313 -236.047 -12.9186
249.94 0.0294003 0.0173138 -593.226 1.78658 -36.9293
238.223 -0.674725 -0.014088 -592.305 245.698 2.22719
249.388 0.794222 0.0134845 -591.347 -262.819 -3.5357
250 0.0317529 -0.00190554 -590.663 -32.4424 4.05943
250 -0.830563 0.00169397 -590.496 298.07 -8.48009
250 -0.449778 0.0206265 -590.012 182.693 -31.8995
250 0.214823 -0.00902155 -589.807 -83.9548 25.9593
248.146 1.02372 -0.000384664 -589.624 -255.154 -12.4327
246.053 -1.02133 0.0202416 -589.403 210.076 -39.6078
250 0.192764 0.00214904 -589.313 -66.0998 -3.49961
250 0.446074 0.00553234 -589.199 -152.781 -19.8547
250 1.13104 -0.000326008 -587.35 -223.64 -10.1474
249.858 0.707066 -0.0108262 -587.184 -292.449 5.12598
249.713 0.213804 0.00213123 -586.622 -82.9405 -4.29302
250 0.580884 -0.00540981 -586.245 -226.422 13.6024
249.989 -0.387891 0.00137469 -585.925 199.328 8.75416
243.705 0.338666 0.00377883 -585.815 -126.341 -9.82664
248.305 -0.702708 0.00282394 -585.465 217.227 9.96818
249.541 -0.218469 0.0380379 -585.182 87.8001 -49.1366
250 -0.139875 -0.00793346 -584.681 11.5048 15.636
249.911 2.00801 -0.00560745 -582.854 -153.567 -12.9892
250 0.656162 -0.0115619 -582.482 -250.239 17.7727
250 -0.274816 0.00652559 -582.389 122.076 -11.1371
238.949 -0.0379095 0.0254615 -582.122 2.03343 -49.9708
250 -0.0863667 -0.000180253 -581.904 26.2095 6.14933
250 0.176728 0.0036818 -581.614 -107.871 -9.47923
250 0.848556 0.00647944 -581.19 -249.663 -4.6134
250 -1.11787 0.0199487 -580.927 260.342 -33.2815
245.077 1.632 -0.00566746 -578.147 -196.652 4.28891
247.941 0.883457 -0.0061617 -577.516 -249.589 14.8231
249.206 1.09117 0.00278366 -576.768 -210.361 -1.20316
250 -0.441222 0.00682723 -576.475 173.456 -9.77002
249.777 1.02691 0.00114131 -576.242 -292.314 -6.09921
249.174 -0.328823 0.0165514 -575.904 181.716 -27.0308
250 -0.0606289 -0.0167729 -575.182 -5.83558 29.8724
250 -0.847906 -0.00767855 -575.166 232.015 9.43756
239.407 0.598482 0.0167097 -574.115 -204.274 -28.4056
250 -0.775234 -0.004476 -573.86 307.837 0.264791
250 -0.872615 0.020268 -573.011 285.69 -41.0103
249.574 -0.516657 -0.0150085 -572.931 149.003 25.6591
250 -1.14528 -0.00201029 -572.306 201.958 -2.79388
250 -0.820442 -0.00280371 -571.731 248.232 8.88054
246.533 -0.158207 -0.0283789 -571.438 81.9523 50.4688
250 0.0747711 0.0142398 -571.355 -60.7956 -26.391
250 -0.152827 0.00233965 -570.79 42.2504 -11.2676
238.391 -0.555119 -0.0012574 -570.448 254.69 4.10207
246.385 1.07864 0.031712 -569.548 -202.078 -66.1102
250 0.576454 0.0248991 -569.015 -201.823 -52.8861
249.983 0.18397 0.0131871 -568.286 -93.1845 -30.0784
248.806 -0.741679 0.00872834 -567.525 256.911 11.8291
249.517 0.179652 0.00629014 -566.914 -64.3567 -11.8985
249.967 -0.0139685 0.0013078 -566.844 -28.4378 -9.9404
250 -0.233039 0.0057115 -565.239 122.678 -10.296
249.062 -0.664481 -0.00693866 -564.616 227.131 15.0762
250 -1.13748 -0.00875629 -564.535 294.018 24.389
250 -0.66585 0.00605922 -564.521 213.7 -0.170678
249.455 -0.90298 -0.0016966 -564.418 249.493 -14.5652
245.023 -0.567386 -0.0237125 -563.583 215.319 41.8669
248.734 0.829308 0.0135631 -562.594 -269.388 -25.2436
247.069 0.721527 -0.019554 -562.345 -265.955 29.04
250 -0.141433 -0.000571331 -562.03 41.8032 9.26789
249.328 -0.740195 -0.0116603 -561.893 227.755 0.973449
247.996 -1.07656 0.011907 -560.71 243.156 -21.7957
235.476 0.936123 0.00400949 -560.494 -278.125 -8.44665
246.016 -0.630618 -0.00507976 -559.823 238.182 15.8339
249.603 0.207273 0.0280324 -559.289 -93.1696 -42.5083
247.933 -0.409135 -0.0185506 -559.241 191.354 36.8401
247.437 -0.261647 -0.00275281 -559.177 95.7743 -1.56308
238.911 0.0973684 -0.0323238 -558.488 -33.7141 61.5181
250 -0.798645 0.0137722 -558.161 268.641 -16.2282
248.372 0.00815068 -0.0187767 -558.046 -16.1548 27.6226
243.13 0.322382 -0.00194723 -557.336 -130.47 -1.08941
245.005 0.0235486 -0.0137559 -557.145 4.79448 35.751
228.289 0.814422 -0.0150296 -556.052 -213.519 1.26864
249.699 0.190259 -0.0107292 -555.77 -77.8127 30.3878
250 0.987902 0.00293643 -555.414 -265.064 -9.71418
250 -0.0706604 -0.00542184 -555.143 19.3702 15.3491
249.928 -0.639888 0.0084936 -554.982 243.676 -12.4335
248.157 0.115762 -0.00375289 -554.821 -46.6301 3.00668
250 1.18941 0.00330855 -554.343 -283.067 -7.4637
249.752 -0.333586 0.0248146 -554.297 141.462 -48.5177
250 -0.255631 -0.0235663 -553.808 74.0054 45.098
249.973 0.16197 -0.0166573 -553.725 -39.1146 33.7624
217.658 0.286329 0.0298642 -553.586 -97.9921 -21.3167
250 -0.196056 0.0178357 -553.518 121.001 -39.2243
236.955 -0.819346 0.0107368 -552.965 274.739 -10.2058
249.018 1.32848 -0.0115885 -552.649 -167.522 38.2168
249.938 0.25261 -0.000537721 -552.147 -88.9075 -6.95749
250 1.17227 -0.000667421 -551.446 -197.719 1.69417
248.855 0.434407 0.00943697 -551.016 -151.736 -19.5101
