  683.0  -752.0   -69.0   620.0  -687.0   -67.0
  701.0  -770.0   -69.0   676.0  -744.0   -68.0
  595.0  -663.0   -68.0   780.0  -847.0   -67.0
  860.0  -929.0   -69.0   685.0  -752.0   -67.0
  699.0  -768.0   -69.0   665.0  -733.0   -68.0
  768.0  -836.0   -68.0   513.0  -580.0   -67.0
  808.0  -876.0   -68.0   561.0  -628.0   -67.0
  725.0  -794.0   -69.0   580.0  -647.0   -67.0
  712.0  -780.0   -68.0   621.0  -689.0   -68.0
  828.0  -897.0   -69.0   551.0  -618.0   -67.0
  692.0  -760.0   -68.0   554.0  -621.0   -67.0
  825.0  -893.0   -68.0   753.0  -821.0   -68.0
  768.0  -836.0   -68.0   576.0  -643.0   -67.0
  657.0  -726.0   -69.0   700.0  -767.0   -67.0
  666.0  -735.0   -69.0   670.0  -737.0   -67.0
  744.0  -813.0   -69.0   596.0  -663.0   -67.0
  728.0  -796.0   -68.0   671.0  -738.0   -67.0
  653.0  -722.0   -69.0   688.0  -755.0   -67.0
  645.0  -713.0   -68.0   643.0  -710.0   -67.0
  802.0  -870.0   -68.0   504.0  -571.0   -67.0
  745.0  -813.0   -68.0   643.0  -710.0   -67.0
  728.0  -796.0   -68.0   630.0  -698.0   -68.0
  813.0  -881.0   -68.0   524.0  -590.0   -66.0
  735.0  -804.0   -69.0   685.0  -752.0   -67.0
  702.0  -770.0   -68.0   700.0  -767.0   -67.0
  590.0  -658.0   -68.0   754.0  -823.0   -69.0
  627.0  -696.0   -69.0   700.0  -768.0   -68.0
  749.0  -818.0   -69.0   662.0  -730.0   -68.0
  675.0  -744.0   -69.0   683.0  -751.0   -68.0
  830.0  -898.0   -68.0   555.0  -622.0   -67.0
  650.0  -718.0   -68.0   724.0  -792.0   -68.0
  759.0  -828.0   -69.0   594.0  -662.0   -68.0
  663.0  -732.0   -69.0   671.0  -738.0   -67.0
  732.0  -801.0   -69.0   688.0  -755.0   -67.0
  622.0  -690.0   -68.0   711.0  -779.0   -68.0
  829.0  -897.0   -68.0   525.0  -592.0   -67.0
  820.0  -889.0   -69.0   522.0  -588.0   -66.0
  560.0  -628.0   -68.0   769.0  -836.0   -67.0
  558.0  -626.0   -68.0   778.0  -845.0   -67.0
  640.0  -708.0   -68.0   723.0  -790.0   -67.0
  780.0  -848.0   -68.0   602.0  -670.0   -68.0
  649.0  -717.0   -68.0   691.0  -758.0   -67.0
  726.0  -794.0   -68.0   646.0  -712.0   -66.0
  607.0  -675.0   -68.0   677.0  -745.0   -68.0
  511.0  -580.0   -69.0   787.0  -854.0   -67.0
  725.0  -794.0   -69.0   621.0  -689.0   -68.0
  667.0  -736.0   -69.0   780.0  -847.0   -67.0
  688.0  -756.0   -68.0   645.0  -712.0   -67.0
  673.0  -741.0   -68.0   692.0  -759.0   -67.0
  715.0  -783.0   -68.0   726.0  -793.0   -67.0
  670.0  -738.0   -68.0   704.0  -772.0   -68.0
  785.0  -853.0   -68.0   581.0  -648.0   -67.0
  710.0  -779.0   -69.0   607.0  -675.0   -68.0
  837.0  -905.0   -68.0   656.0  -723.0   -67.0
  653.0  -721.0   -68.0   672.0  -740.0   -68.0
  620.0  -688.0   -68.0   688.0  -755.0   -67.0
  690.0  -758.0   -68.0   711.0  -778.0   -67.0
  703.0  -772.0   -69.0   715.0  -782.0   -67.0
  635.0  -704.0   -69.0   679.0  -746.0   -67.0
  636.0  -704.0   -68.0   696.0  -764.0   -68.0
  674.0  -742.0   -68.0   739.0  -807.0   -68.0
  722.0  -791.0   -69.0   693.0  -759.0   -66.0
  780.0  -848.0   -68.0   583.0  -651.0   -68.0
  807.0  -874.0   -67.0   727.0  -795.0   -68.0
  738.0  -806.0   -68.0   633.0  -701.0   -68.0
  749.0  -819.0   -70.0   659.0  -726.0   -67.0
  600.0  -669.0   -69.0   819.0  -886.0   -67.0
  672.0  -741.0   -69.0   635.0  -702.0   -67.0
  661.0  -729.0   -68.0   720.0  -788.0   -68.0
  821.0  -889.0   -68.0   586.0  -653.0   -67.0
  617.0  -685.0   -68.0   738.0  -805.0   -67.0
  725.0  -794.0   -69.0   626.0  -694.0   -68.0
  724.0  -793.0   -69.0   541.0  -608.0   -67.0
  738.0  -806.0   -68.0   601.0  -669.0   -68.0
  663.0  -732.0   -69.0   793.0  -860.0   -67.0
  644.0  -712.0   -68.0   763.0  -831.0   -68.0
  747.0  -816.0   -69.0   637.0  -704.0   -67.0
  584.0  -652.0   -68.0   774.0  -841.0   -67.0
  739.0  -875.0  -136.0   540.0  -607.0   -67.0
  745.0  -814.0   -69.0   631.0  -698.0   -67.0
  773.0  -841.0   -68.0   564.0  -632.0   -68.0
  694.0  -763.0   -69.0   737.0  -804.0   -67.0
  720.0  -788.0   -68.0   652.0  -720.0   -68.0
  625.0  -694.0   -69.0   691.0  -758.0   -67.0
  780.0  -848.0   -68.0   693.0  -761.0   -68.0
  762.0  -830.0   -68.0   636.0  -703.0   -67.0
  829.0  -897.0   -68.0   507.0  -575.0   -68.0
  734.0  -802.0   -68.0   592.0  -659.0   -67.0
  700.0  -769.0   -69.0   652.0  -719.0   -67.0
  725.0  -794.0   -69.0   652.0  -719.0   -67.0
  619.0  -687.0   -68.0   741.0  -808.0   -67.0
  635.0  -703.0   -68.0   700.0  -768.0   -68.0
  666.0  -734.0   -68.0   694.0  -762.0   -68.0
  725.0  -793.0   -68.0   730.0  -797.0   -67.0
  682.0  -749.0   -67.0   695.0  -763.0   -68.0
  516.0  -584.0   -68.0   793.0  -860.0   -67.0
  676.0  -744.0   -68.0   639.0  -706.0   -67.0
  779.0  -847.0   -68.0   644.0  -710.0   -66.0
  611.0  -680.0   -69.0   747.0  -815.0   -68.0
  668.0  -736.0   -68.0   722.0  -790.0   -68.0
  688.0  -757.0   -69.0   668.0  -735.0   -67.0
  536.0  -605.0   -69.0   780.0  -846.0   -66.0
  602.0  -671.0   -69.0   708.0  -775.0   -67.0
  665.0  -734.0   -69.0   685.0  -752.0   -67.0
  663.0  -731.0   -68.0   681.0  -748.0   -67.0
  653.0  -722.0   -69.0   827.0  -894.0   -67.0
  564.0  -632.0   -68.0   526.0  -593.0   -67.0
  627.0  -696.0   -69.0   740.0  -807.0   -67.0
  778.0  -846.0   -68.0   499.0  -567.0   -68.0
  620.0  -688.0   -68.0   851.0  -919.0   -68.0
  665.0  -734.0   -69.0   740.0  -808.0   -68.0
  729.0  -798.0   -69.0   616.0  -684.0   -68.0
  532.0  -601.0   -69.0   808.0  -875.0   -67.0
  690.0  -759.0   -69.0   622.0  -689.0   -67.0
  793.0  -860.0   -67.0   515.0  -582.0   -67.0
  652.0  -719.0   -67.0   694.0  -761.0   -67.0
  846.0  -914.0   -68.0   531.0  -598.0   -67.0
  576.0  -644.0   -68.0   783.0  -850.0   -67.0
  650.0  -718.0   -68.0   741.0  -807.0   -66.0
  731.0  -799.0   -68.0   603.0  -670.0   -67.0
  619.0  -687.0   -68.0   727.0  -794.0   -67.0
  788.0  -857.0   -69.0   567.0  -635.0   -68.0
  766.0  -833.0   -67.0   674.0  -740.0   -66.0
  682.0  -750.0   -68.0   727.0  -794.0   -67.0
  747.0  -816.0   -69.0   600.0  -667.0   -67.0
  648.0  -716.0   -68.0   619.0  -686.0   -67.0
  602.0  -670.0   -68.0   722.0  -790.0   -68.0
  690.0  -759.0   -69.0   621.0  -688.0   -67.0
  762.0  -831.0   -69.0   566.0  -634.0   -68.0
  738.0  -807.0   -69.0   607.0  -674.0   -67.0
  772.0  -840.0   -68.0   604.0  -672.0   -68.0
  776.0  -844.0   -68.0   595.0  -661.0   -66.0
  720.0  -789.0   -69.0   513.0  -580.0   -67.0
  710.0  -779.0   -69.0   619.0  -687.0   -68.0
  615.0  -684.0   -69.0   754.0  -823.0   -69.0
  583.0  -651.0   -68.0   756.0  -823.0   -67.0
  519.0  -587.0   -68.0   815.0  -882.0   -67.0
  613.0  -681.0   -68.0   712.0  -780.0   -68.0
  631.0  -699.0   -68.0   697.0  -765.0   -68.0
  713.0  -783.0   -70.0   641.0  -708.0   -67.0
  577.0  -646.0   -69.0   663.0  -730.0   -67.0
  618.0  -686.0   -68.0   709.0  -777.0   -68.0
  676.0  -744.0   -68.0   679.0  -746.0   -67.0
  687.0  -756.0   -69.0   621.0  -687.0   -66.0
  748.0  -816.0   -68.0   562.0  -629.0   -67.0
  753.0  -823.0   -70.0   665.0  -733.0   -68.0
  708.0  -776.0   -68.0   703.0  -770.0   -67.0
  681.0  -749.0   -68.0   734.0  -801.0   -67.0
  672.0  -741.0   -69.0   684.0  -752.0   -68.0
  682.0  -750.0   -68.0   635.0  -703.0   -68.0
  810.0  -879.0   -69.0   653.0  -720.0   -67.0
  609.0  -677.0   -68.0   785.0  -854.0   -69.0
  677.0  -746.0   -69.0   720.0  -788.0   -68.0
  688.0  -757.0   -69.0   617.0  -684.0   -67.0
  717.0  -786.0   -69.0   661.0  -728.0   -67.0
  590.0  -657.0   -67.0   797.0  -865.0   -68.0
  642.0  -710.0   -68.0   728.0  -795.0   -67.0
  601.0  -670.0   -69.0   762.0  -830.0   -68.0
  771.0  -838.0   -67.0   750.0  -819.0   -69.0
  605.0  -673.0   -68.0   708.0  -776.0   -68.0
  601.0  -670.0   -69.0   754.0  -822.0   -68.0
  672.0  -740.0   -68.0   690.0  -757.0   -67.0
  790.0  -858.0   -68.0   553.0  -619.0   -66.0
  696.0  -765.0   -69.0   554.0  -622.0   -68.0
  773.0  -841.0   -68.0   569.0  -637.0   -68.0
  747.0  -816.0   -69.0   631.0  -698.0   -67.0
  674.0  -742.0   -68.0   648.0  -715.0   -67.0
  814.0  -882.0   -68.0   657.0  -723.0   -66.0
  835.0  -904.0   -69.0   519.0  -586.0   -67.0
  585.0  -654.0   -69.0   712.0  -780.0   -68.0
  786.0  -854.0   -68.0   523.0  -590.0   -67.0
  919.0  -988.0   -69.0   615.0  -682.0   -67.0
  696.0  -764.0   -68.0   652.0  -719.0   -67.0
  735.0  -803.0   -68.0   533.0  -600.0   -67.0
  795.0  -863.0   -68.0   568.0  -635.0   -67.0
  638.0  -706.0   -68.0   700.0  -768.0   -68.0
  713.0  -782.0   -69.0   760.0  -827.0   -67.0
  638.0  -706.0   -68.0   729.0  -797.0   -68.0
  678.0  -746.0   -68.0   745.0  -813.0   -68.0
  633.0  -702.0   -69.0   753.0  -821.0   -68.0
  772.0  -839.0   -67.0   601.0  -669.0   -68.0
  749.0  -818.0   -69.0   656.0  -723.0   -67.0
  729.0  -797.0   -68.0   693.0  -760.0   -67.0
  680.0  -748.0   -68.0   684.0  -750.0   -66.0
  570.0  -639.0   -69.0   817.0  -884.0   -67.0
  668.0  -738.0   -70.0   609.0  -676.0   -67.0
  748.0  -817.0   -69.0   618.0  -686.0   -68.0
  777.0  -845.0   -68.0   594.0  -660.0   -66.0
  567.0  -636.0   -69.0   720.0  -788.0   -68.0
  655.0  -724.0   -69.0   703.0  -770.0   -67.0
  550.0  -618.0   -68.0   761.0  -829.0   -68.0
  814.0  -882.0   -68.0   529.0  -595.0   -66.0
  673.0  -742.0   -69.0   692.0  -759.0   -67.0
  734.0  -802.0   -68.0   608.0  -676.0   -68.0
  721.0  -788.0   -67.0   670.0  -737.0   -67.0
  668.0  -736.0   -68.0   726.0  -794.0   -68.0
  861.0  -930.0   -69.0   624.0  -691.0   -67.0
  650.0  -718.0   -68.0   654.0  -720.0   -66.0
  647.0  -716.0   -69.0   659.0  -726.0   -67.0
  640.0  -709.0   -69.0   767.0  -834.0   -67.0
  689.0  -758.0   -69.0   619.0  -687.0   -68.0
  733.0  -802.0   -69.0   620.0  -687.0   -67.0
  716.0  -786.0   -70.0   639.0  -706.0   -67.0
  709.0  -778.0   -69.0   742.0  -810.0   -68.0
  784.0  -852.0   -68.0   597.0  -664.0   -67.0
  718.0  -788.0   -70.0   553.0  -620.0   -67.0
  635.0  -704.0   -69.0   635.0  -702.0   -67.0
  709.0  -778.0   -69.0   733.0  -800.0   -67.0
  627.0  -695.0   -68.0   666.0  -733.0   -67.0
  728.0  -796.0   -68.0   677.0  -743.0   -66.0
  688.0  -756.0   -68.0   664.0  -731.0   -67.0
  732.0  -800.0   -68.0   647.0  -714.0   -67.0
  519.0  -588.0   -69.0   754.0  -821.0   -67.0
  653.0  -722.0   -69.0   690.0  -756.0   -66.0
  685.0  -754.0   -69.0   592.0  -659.0   -67.0
  663.0  -731.0   -68.0   678.0  -745.0   -67.0
  602.0  -670.0   -68.0   782.0  -849.0   -67.0
  677.0  -745.0   -68.0   720.0  -786.0   -66.0
  743.0  -812.0   -69.0   627.0  -695.0   -68.0
  655.0  -724.0   -69.0   701.0  -768.0   -67.0
  709.0  -778.0   -69.0   636.0  -703.0   -67.0
  779.0  -846.0   -67.0   500.0  -567.0   -67.0
  697.0  -765.0   -68.0   762.0  -830.0   -68.0
  916.0  -986.0   -70.0   614.0  -682.0   -68.0
  702.0  -771.0   -69.0   618.0  -685.0   -67.0
  703.0  -771.0   -68.0   590.0  -657.0   -67.0
  806.0  -874.0   -68.0   711.0  -778.0   -67.0
  716.0  -786.0   -70.0   751.0  -820.0   -69.0
  699.0  -768.0   -69.0   588.0  -655.0   -67.0
  664.0  -733.0   -69.0   643.0  -710.0   -67.0
  751.0  -820.0   -69.0   620.0  -687.0   -67.0
  644.0  -713.0   -69.0   767.0  -834.0   -67.0
  658.0  -726.0   -68.0   709.0  -776.0   -67.0
  796.0  -865.0   -69.0   596.0  -664.0   -68.0
  635.0  -703.0   -68.0   658.0  -725.0   -67.0
  598.0  -667.0   -69.0   768.0  -835.0   -67.0
  654.0  -723.0   -69.0   744.0  -812.0   -68.0
  658.0  -726.0   -68.0   701.0  -768.0   -67.0
  669.0  -737.0   -68.0   667.0  -734.0   -67.0
  672.0  -740.0   -68.0   750.0  -818.0   -68.0
  630.0  -699.0   -69.0   676.0  -743.0   -67.0
  756.0  -826.0   -70.0   579.0  -646.0   -67.0
  615.0  -683.0   -68.0   693.0  -760.0   -67.0
  679.0  -747.0   -68.0   859.0  -926.0   -67.0
  666.0  -735.0   -69.0   677.0  -743.0   -66.0
  591.0  -660.0   -69.0   664.0  -732.0   -68.0
  766.0  -835.0   -69.0   689.0  -756.0   -67.0
  582.0  -650.0   -68.0   793.0  -860.0   -67.0
  724.0  -792.0   -68.0   791.0  -860.0   -69.0
  698.0  -766.0   -68.0   653.0  -720.0   -67.0
  594.0  -661.0   -67.0   908.0  -976.0   -68.0
  777.0  -845.0   -68.0   633.0  -700.0   -67.0
  706.0  -774.0   -68.0   619.0  -686.0   -67.0
  643.0  -710.0   -67.0   716.0  -784.0   -68.0
  854.0  -922.0   -68.0   570.0  -637.0   -67.0
  743.0  -812.0   -69.0   604.0  -671.0   -67.0
  762.0  -831.0   -69.0   644.0  -711.0   -67.0
  838.0  -907.0   -69.0   723.0  -790.0   -67.0
  740.0  -807.0   -67.0   562.0  -629.0   -67.0
  808.0  -877.0   -69.0   708.0  -777.0   -69.0
  738.0  -807.0   -69.0   689.0  -756.0   -67.0
  720.0  -789.0   -69.0   613.0  -681.0   -68.0
  771.0  -839.0   -68.0   730.0  -798.0   -68.0
  705.0  -773.0   -68.0   618.0  -686.0   -68.0
  768.0  -902.0  -134.0   611.0  -678.0   -67.0
  632.0  -701.0   -69.0   855.0  -923.0   -68.0
  611.0  -680.0   -69.0   740.0  -808.0   -68.0
  702.0  -771.0   -69.0   688.0  -756.0   -68.0
  640.0  -708.0   -68.0   672.0  -739.0   -67.0
  729.0  -798.0   -69.0   617.0  -684.0   -67.0
  728.0  -797.0   -69.0   725.0  -793.0   -68.0
  708.0  -777.0   -69.0   741.0  -808.0   -67.0
  681.0  -748.0   -67.0   669.0  -737.0   -68.0
  761.0  -829.0   -68.0   572.0  -639.0   -67.0
  574.0  -643.0   -69.0   751.0  -820.0   -69.0
  771.0  -839.0   -68.0   676.0  -743.0   -67.0
  766.0  -835.0   -69.0   627.0  -695.0   -68.0
  637.0  -705.0   -68.0   701.0  -769.0   -68.0
  660.0  -728.0   -68.0   735.0  -803.0   -68.0
  738.0  -807.0   -69.0   844.0  -911.0   -67.0
  694.0  -763.0   -69.0   623.0  -691.0   -68.0
  615.0  -684.0   -69.0   719.0  -786.0   -67.0
  671.0  -739.0   -68.0   655.0  -722.0   -67.0
  807.0  -876.0   -69.0   718.0  -786.0   -68.0
  664.0  -733.0   -69.0   742.0  -809.0   -67.0
  694.0  -763.0   -69.0   638.0  -706.0   -68.0
  744.0  -813.0   -69.0   703.0  -771.0   -68.0
  690.0  -759.0   -69.0   673.0  -741.0   -68.0
  570.0  -639.0   -69.0   788.0  -856.0   -68.0
  779.0  -847.0   -68.0   593.0  -660.0   -67.0
  630.0  -698.0   -68.0   763.0  -830.0   -67.0
  688.0  -757.0   -69.0   658.0  -726.0   -68.0
  571.0  -640.0   -69.0   698.0  -766.0   -68.0
  609.0  -678.0   -69.0   741.0  -809.0   -68.0
  634.0  -703.0   -69.0   668.0  -735.0   -67.0
  671.0  -740.0   -69.0   686.0  -753.0   -67.0
  615.0  -684.0   -69.0   689.0  -756.0   -67.0
  818.0  -885.0   -67.0   600.0  -667.0   -67.0
  658.0  -727.0   -69.0   685.0  -753.0   -68.0
  712.0  -781.0   -69.0   619.0  -687.0   -68.0
  651.0  -719.0   -68.0   628.0  -695.0   -67.0
  610.0  -679.0   -69.0   779.0  -847.0   -68.0
  719.0  -787.0   -68.0   653.0  -720.0   -67.0
  723.0  -791.0   -68.0   662.0  -729.0   -67.0
  713.0  -782.0   -69.0   572.0  -640.0   -68.0
  656.0  -724.0   -68.0   707.0  -775.0   -68.0
  584.0  -653.0   -69.0   865.0  -932.0   -67.0
  609.0  -677.0   -68.0   700.0  -768.0   -68.0
  690.0  -759.0   -69.0   619.0  -687.0   -68.0
  746.0  -815.0   -69.0   658.0  -726.0   -68.0
  714.0  -783.0   -69.0   691.0  -758.0   -67.0
  701.0  -770.0   -69.0   641.0  -708.0   -67.0
  699.0  -768.0   -69.0   640.0  -707.0   -67.0
  852.0  -920.0   -68.0   533.0  -601.0   -68.0
  721.0  -790.0   -69.0   697.0  -765.0   -68.0
  648.0  -716.0   -68.0   668.0  -735.0   -67.0
  632.0  -701.0   -69.0   683.0  -750.0   -67.0
  515.0  -583.0   -68.0   784.0  -851.0   -67.0
  628.0  -696.0   -68.0   767.0  -834.0   -67.0
  732.0  -800.0   -68.0   608.0  -675.0   -67.0
  811.0  -879.0   -68.0   578.0  -645.0   -67.0
  552.0  -620.0   -68.0   781.0  -848.0   -67.0
  828.0  -896.0   -68.0   557.0  -624.0   -67.0
  766.0  -834.0   -68.0   650.0  -718.0   -68.0
  874.0  -943.0   -69.0   655.0  -722.0   -67.0
  696.0  -765.0   -69.0   675.0  -742.0   -67.0
  822.0  -890.0   -68.0   579.0  -646.0   -67.0
  706.0  -775.0   -69.0   644.0  -711.0   -67.0
  737.0  -806.0   -69.0   633.0  -700.0   -67.0
  613.0  -682.0   -69.0   778.0  -845.0   -67.0
  670.0  -739.0   -69.0   726.0  -793.0   -67.0
  753.0  -823.0   -70.0   543.0  -610.0   -67.0
  628.0  -696.0   -68.0   751.0  -818.0   -67.0
  839.0  -907.0   -68.0   663.0  -731.0   -68.0
  724.0  -794.0   -70.0   652.0  -718.0   -66.0
  673.0  -742.0   -69.0   685.0  -753.0   -68.0
  667.0  -735.0   -68.0   583.0  -650.0   -67.0
  734.0  -802.0   -68.0   499.0  -566.0   -67.0
  679.0  -748.0   -69.0   671.0  -738.0   -67.0
  831.0  -899.0   -68.0   738.0  -806.0   -68.0
  585.0  -653.0   -68.0   750.0  -818.0   -68.0
  657.0  -726.0   -69.0   670.0  -736.0   -66.0
  795.0  -864.0   -69.0   504.0  -571.0   -67.0
  775.0  -843.0   -68.0   572.0  -639.0   -67.0
  648.0  -717.0   -69.0   710.0  -777.0   -67.0
  696.0  -765.0   -69.0   694.0  -760.0   -66.0
  539.0  -607.0   -68.0   813.0  -881.0   -68.0
  585.0  -654.0   -69.0   778.0  -845.0   -67.0
  723.0  -792.0   -69.0   602.0  -669.0   -67.0
  698.0  -766.0   -68.0   681.0  -748.0   -67.0
  697.0  -766.0   -69.0   586.0  -653.0   -67.0
  613.0  -681.0   -68.0   705.0  -773.0   -68.0
  660.0  -729.0   -69.0   749.0  -817.0   -68.0
  997.0 -1065.0   -68.0   615.0  -683.0   -68.0
  746.0  -814.0   -68.0   654.0  -721.0   -67.0
  841.0  -909.0   -68.0   648.0  -715.0   -67.0
  698.0  -767.0   -69.0   655.0  -723.0   -68.0
  671.0  -740.0   -69.0   703.0  -771.0   -68.0
  564.0  -632.0   -68.0   823.0  -890.0   -67.0
  645.0  -713.0   -68.0   689.0  -756.0   -67.0
  615.0  -683.0   -68.0   751.0  -818.0   -67.0
  790.0  -858.0   -68.0   566.0  -634.0   -68.0
  673.0  -741.0   -68.0   676.0  -742.0   -66.0
  767.0  -835.0   -68.0   597.0  -664.0   -67.0
  776.0  -844.0   -68.0   642.0  -709.0   -67.0
  670.0  -738.0   -68.0   852.0  -920.0   -68.0
  748.0  -817.0   -69.0   591.0  -658.0   -67.0
  733.0  -801.0   -68.0   678.0  -745.0   -67.0
  690.0  -760.0   -70.0   568.0  -636.0   -68.0
  820.0  -890.0   -70.0   747.0  -813.0   -66.0
  672.0  -740.0   -68.0   663.0  -731.0   -68.0
  762.0  -831.0   -69.0   665.0  -733.0   -68.0
  742.0  -810.0   -68.0   556.0  -623.0   -67.0
  794.0  -863.0   -69.0   567.0  -634.0   -67.0
  612.0  -681.0   -69.0   735.0  -803.0   -68.0
  701.0  -770.0   -69.0   645.0  -713.0   -68.0
  703.0  -772.0   -69.0   733.0  -801.0   -68.0
  685.0  -754.0   -69.0   663.0  -730.0   -67.0
  765.0  -834.0   -69.0   604.0  -671.0   -67.0
  537.0  -606.0   -69.0   737.0  -804.0   -67.0
  675.0  -744.0   -69.0   734.0  -802.0   -68.0
  726.0  -794.0   -68.0   742.0  -810.0   -68.0
  784.0  -852.0   -68.0   640.0  -707.0   -67.0
  614.0  -682.0   -68.0   722.0  -791.0   -69.0
  601.0  -669.0   -68.0   719.0  -786.0   -67.0
  698.0  -766.0   -68.0   689.0  -756.0   -67.0
  742.0  -810.0   -68.0   561.0  -628.0   -67.0
  656.0  -724.0   -68.0   609.0  -676.0   -67.0
  799.0  -867.0   -68.0   495.0  -562.0   -67.0
  586.0  -655.0   -69.0   777.0  -844.0   -67.0
  697.0  -767.0   -70.0   632.0  -700.0   -68.0
  816.0  -883.0   -67.0   545.0  -612.0   -67.0
  639.0  -707.0   -68.0   712.0  -781.0   -69.0
  581.0  -650.0   -69.0   738.0  -805.0   -67.0
  607.0  -676.0   -69.0   758.0  -826.0   -68.0
  718.0  -787.0   -69.0   602.0  -669.0   -67.0
  739.0  -808.0   -69.0   589.0  -656.0   -67.0
  673.0  -741.0   -68.0   651.0  -718.0   -67.0
  733.0  -802.0   -69.0   596.0  -663.0   -67.0
  771.0  -839.0   -68.0   746.0  -813.0   -67.0
  909.0  -978.0   -69.0   610.0  -677.0   -67.0
  838.0  -906.0   -68.0   562.0  -629.0   -67.0
  532.0  -600.0   -68.0   735.0  -802.0   -67.0
  741.0  -809.0   -68.0   593.0  -660.0   -67.0
  778.0  -846.0   -68.0   574.0  -641.0   -67.0
  702.0  -771.0   -69.0   727.0  -794.0   -67.0
  700.0  -769.0   -69.0   672.0  -739.0   -67.0
  640.0  -708.0   -68.0   729.0  -796.0   -67.0
  792.0  -861.0   -69.0   625.0  -692.0   -67.0
  703.0  -772.0   -69.0   677.0  -744.0   -67.0
  656.0  -725.0   -69.0   717.0  -784.0   -67.0
  662.0  -731.0   -69.0   703.0  -770.0   -67.0
  686.0  -754.0   -68.0   610.0  -677.0   -67.0
  580.0  -648.0   -68.0   771.0  -838.0   -67.0
  647.0  -716.0   -69.0   627.0  -695.0   -68.0
  619.0  -688.0   -69.0   635.0  -702.0   -67.0
  815.0  -883.0   -68.0   691.0  -758.0   -67.0
  686.0  -755.0   -69.0   712.0  -779.0   -67.0
  781.0  -849.0   -68.0   570.0  -637.0   -67.0
  625.0  -694.0   -69.0   694.0  -762.0   -68.0
  533.0  -601.0   -68.0   738.0  -806.0   -68.0
  771.0  -839.0   -68.0   688.0  -755.0   -67.0
