-1.30712 0.0019014 0.0111446 0.999936 2533 14129.3 1.79019e+06 1 224
-1.35193 -0.00281469 0.011501 0.99993 -3790.21 14871.8 1.79042e+06 1 151
-1.04884 0.000920918 0.00374186 0.999992 1154.57 3937.2 1.78764e+06 1 5908
3.58973 0.000396933 0.000113167 1 583.135 110.939 1.78223e+06 2 148
-2.20886 0.00678119 -0.0121905 0.999903 9203.33 -15967.5 1.78282e+06 2 111
-0.117901 0.00174311 -0.0120474 0.999916 1282.07 -11739.9 1.75565e+06 1 15223
0.0245648 0.00213726 -0.00679776 0.999758 3117.43 -6707.47 1.75619e+06 2 12222
1.4336 0.000344838 0.000317896 1 143.193 279.613 1.75762e+06 1 7807
-0.0557653 0.0181107 -0.0633115 0.997787 19376.8 -67975.2 1.76509e+06 1 7808
-0.0996039 -0.0112262 0.0391379 0.999158 -12186 41987.4 1.74821e+06 1 6616
0.347036 -0.00345021 0.000976337 0.999992 -3571.29 916.263 1.75753e+06 1 5907
0.0209152 -0.0247443 -0.0033566 0.99939 -24412.1 -2857.25 1.77397e+06 2 3612
0.855674 0.00400178 -0.000231271 0.999992 5299.05 -206.904 1.75743e+06 2 952
0.132502 0.00581676 -0.00023049 0.999976 4248.38 -241.036 1.75084e+06 1 954
0.045015 -0.0255805 -0.00394036 0.999601 -24244.4 -3694.96 1.77084e+06 2 956
-0.0551663 0.0867172 0.11177 0.9899 107491 138440 1.74659e+06 2 957
0.217301 -0.00191225 -0.000500981 0.999995 -2043.41 -486.481 1.7661e+06 1 256
0.1243 -0.00990224 0.000808287 0.999942 -8994.05 725.903 1.7644e+06 2 227
-0.127708 0.0601015 -0.0668347 0.995944 79838.6 -88338.3 1.76138e+06 2 228
-0.302014 -0.048081 0.0175925 0.998687 -64159.8 23220.9 1.76145e+06 1 177
-11.375 -0.000912687 0.00465914 0.999989 -1308.88 5913.09 1.77488e+06 2 149
0.210078 -0.000567458 0.000260602 0.999997 -1066.55 293.595 1.75919e+06 1 150
14.1719 -0.00136851 6.81345e-05 0.999999 -1470.69 68.0723 1.76516e+06 2 110
0.017425 0.0131354 -0.00369381 0.999477 12546.4 -3192.95 1.75477e+06 1 92
1.68274 -0.00247156 8.93238e-05 0.999997 -2670.68 95.5094 1.74872e+06 2 75
-0.475853 -0.0138378 0.0417428 0.999032 -18908.6 56510.8 1.76822e+06 2 76
0.0247919 0.00529078 0.00064195 0.999773 5835.21 568.897 1.7734e+06 1 60
-0.0781148 -0.0527565 0.111486 0.992343 -73043.4 153993 1.76135e+06 1 61
7.76132 -0.00150744 0.000263498 0.999999 -1910.36 254.521 1.77571e+06 2 32
-2.21772 0.00731956 0.0153381 0.999856 10139.8 20695.1 1.76176e+06 2 33
8.22474 0.00119958 -0.00200763 -0.999997 1784.38 -2263.47 -1.74473e+06 1 2060
0.275173 0.00465158 0.043568 -0.999038 5589.44 52107.1 -1.74929e+06 1 1355
-0.460897 0.00271848 0.000189985 -0.999996 2871.18 143.16 -1.7685e+06 1 1356
-5.43196 -0.00250029 -0.000152411 -0.999997 -2600.5 -143.799 -1.77068e+06 1 1030
3.15923 0.0049999 -0.0074442 -0.99996 6407.4 -8954.03 -1.75474e+06 1 782
-1.98826 -0.00307859 0.000175939 -0.999995 -3859.06 176.747 -1.77108e+06 1 783
-0.00982757 0.0130692 -0.0211646 -0.998337 12155.6 -18612.9 -1.74665e+06 2 608
11.4585 0.00180417 -0.0026735 -0.999995 2551.83 -3191.27 -1.74642e+06 1 520
-0.0191204 -0.0157782 -0.00274616 -0.999515 -13567.8 -2382.61 -1.74682e+06 1 297
1.29352 0.000694689 0.000312526 1 -179.195 283.665 1.73874e+06 1 22343
-0.0971842 -0.0439953 0.0749074 0.996206 -54343.7 91896.5 1.73971e+06 1 955
0.00526135 -0.0491562 -0.0902323 0.989954 -57402.3 -109741 1.73018e+06 2 4699
-1.05902 -0.0134411 -0.0105902 0.999853 -16746.2 -12677 1.74108e+06 2 953
0.0887959 -0.0054158 0.000432256 0.999969 -4421.62 411.896 1.74013e+06 1 223
0.0462214 -0.00443746 0.000405531 0.999929 -2626.8 575.055 1.73892e+06 1 176
-0.608623 -0.00375321 0.000554783 -0.999992 -3409.37 475.089 -1.73881e+06 1 10063
2.61248 0.00660225 -0.00678279 -0.999955 8291.6 -8012.6 -1.74327e+06 1 1029
0.547212 0.00190123 0.0380313 -0.999274 2451.71 48580.8 -1.74078e+06 2 403
-0.98561 0.00109004 -8.97644e-05 -0.999999 1175.87 -66.3619 -1.73891e+06 2 404
-1.4717 -0.000207707 -0.000433981 1 -1037.63 -424.145 1.73716e+06 1 22344
-0.010936 0.187341 -0.143883 0.970576 215693 -165209 1.70993e+06 2 3613
5.04617 0.00260654 -4.65913e-05 0.999997 3017.16 -35.9445 1.73508e+06 1 343
-1.17872 0.00636688 -0.0228831 0.999718 8292.99 -29227 1.73596e+06 1 257
-4.61978 -0.00186098 -0.00017585 -0.999998 -1764.91 -144.235 -1.73589e+06 1 2061
-1.38653 0.00187281 7.53256e-05 -0.999998 1313.44 8.35346 -1.73787e+06 1 521
0.0204689 0.101187 0.247322 -0.963312 134469 328431 -1.70105e+06 1 296
-0.0703332 -0.00991669 0.0344964 0.999329 -10430.6 35009.1 1.72835e+06 2 12223
-5.49171 0.000411519 -0.000752622 1 463.041 -757.671 1.7276e+06 1 6281
-4.25138 0.00130639 0.00555752 0.999984 1580.04 6358.76 1.73106e+06 1 1454
-0.0749606 -0.00315841 -0.00255629 -0.999968 -2772.25 -2212.73 -1.72878e+06 2 4698
-0.18252 0.00356408 0.000405419 -0.99999 3862.41 324.792 -1.73205e+06 2 781
0.0067731 0.00131372 0.0139021 0.997052 1242.23 11895.1 1.72408e+06 1 137
-0.0961398 -0.0164345 0.109991 0.993782 -22258.7 148316 1.72049e+06 1 138
0.303092 -0.00198853 0.000674 0.999996 -1607.21 543.119 1.72376e+06 2 8238
8.6369 -0.00101555 -7.6202e-05 0.999999 -899.543 -67.0576 1.72641e+06 1 1922
-12.9493 0.000656159 0.00168369 0.999998 1001.96 1878.91 1.72293e+06 1 1923
7.6728 -0.000491708 8.56927e-05 1 -465.902 92.978 1.72523e+06 1 1746
-1.01512 -0.00604281 0.0236806 0.999701 -7625.87 29352.7 1.72427e+06 1 523
0.0404166 -0.0201332 -0.106663 -0.994011 -22669.1 -119458 -1.71686e+06 2 4697
3.59896 0.00134986 0.00665722 -0.999977 1666.28 7642.28 -1.72286e+06 2 1739
-0.0351797 0.0011836 0.00151561 -0.999893 1872 1259.51 -1.72304e+06 2 24
-0.00632519 -0.187405 0.258805 0.944125 -212687 293314 1.67107e+06 2 4146
-0.0152685 -0.0258295 -0.302924 0.952076 -35722 -417868 1.67566e+06 1 93
0.111612 0.010271 -0.00106065 0.999936 9046.26 -999.109 1.71966e+06 1 15222
-0.202017 -0.00755128 -0.0279408 0.999578 -7879.18 -29420.4 1.71659e+06 2 8239
2.21437 -0.000973484 0.000336341 0.999999 -1025.3 309.563 1.71224e+06 1 6280
-0.00833584 0.0125753 0.317468 0.946202 14374.3 361550 1.65109e+06 2 4147
-0.124898 0.0119886 -0.0622474 0.99798 13637.8 -70913.9 1.68739e+06 1 3132
3.08135 -0.000668607 0.000111836 1 -725.355 92.7782 1.70799e+06 1 3133
